Colors,Description,Flowers,Image,Misc items,Name,type_id,Used,
"Coral pink , Coral , Raspberry Pink ",Bougainvillea with yellow flowers ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1708030563055x520082913293651100.jpg,,Welcome Sign Floral Arranegement,Welcome sign,2,
"Ivory , White",White  reflexed  rose place setting for family tables and sweetheart table,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1708579387730x641877264895914600.jpg,,White Playa Blanca Rose,Elevated,0,
"White , Ivory , Peach , Blush , Sage green","Peach Garden roses, succulents, dusty miller accents classic bouquet ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709054829882x195511024755457660.jpg,,Peach Garden Roses Bouquet ,Bridal Bouquet,2,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709067163144x477917907876619800.jpg,,,,0,
"White , Ivory , Ivory , Champagne , Blush , Blush pink","Floor floral pice for welcome sign - with roses, touches of babies breath and smaller flower elements ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709067249795x146439252963729950.jpg,,Welcome Sign ,Welcome sign,1,
," roses with delphinium
",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709082622088x937949465928666600.jpg,,Blue And White Colors,Bridesmaids Bouquet,1,
White,White flower stem  for napkin. ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709090484475x752941088628227300.jpg,,White Flower For Napkin,Elevated,0,
"White , White , Ivory","White ranunculus, white astilbe, white roses, white spray roses, White delicate  florals ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709097159678x632379624963586400.jpg,,White Floral Bouquets ,Bridal Bouquet,4,
"White , Ivory , Ivory , beige , Cream","Chamomile, White clematis, white Scabiosa, White gardenia",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709097779882x898184088488775300.jpg,,Wild Flowers ,Bridesmaids Bouquet,0,
,Olive leaves bouquets tight to the chairs ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709099649443x780107631875643500.jpg,,Small Clusters Of Olive Leaves With Ribbon ,Aisle Chairs,0,
"White , Ivory , Ivory , Champagne , beige",White flowers with touches of greenery peach touches ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709145813230x642340436420964900.jpg,,White Cloud ,Short Arrangement,2,
"White , White , Ivory , Ivory , Champagne , Cream",Wooden arch with cream drape and floral arrangements ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709229965131x433955610844293000.jpg,,Wooden Arch With Cream Drape And Floral Arrangements ,Arch,2,
"White , Ivory",Plum florals with white and touches of mutted blush ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709760567077x529786841103536450.jpg,,Plum And White Bouquet ,Bridal Bouquet,0,
"Ivory , Champagne , Dark chocolate , Lavender ","Plum Kalalies, white roses, white spray roses, lilac scabiosa, greenery leaves, white ranunculus",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709788659728x160447821104379840.jpg,,Plum With White And Touches Of Blush ,Bridesmaids Bouquet,0,
"White , Ivory , Ivory , Champagne , Cream , Purple",Floral bouquet on each charger plate with plum color ribbon ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709792332913x892962198790023800.jpg,,Flowers For Charger Plates ,Short Arrangement,0,
"White , Ivory , Ivory , Lavender  , Purple","Tall arrangement with lilac roses, hydrangeas, orchids, ranunculus, dark plum cosmos",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709795005720x413864669209958340.jpg,,Tall Lavender Floral Centerpiece ,Tall Arrangement,0,
"White , White , Green , Natural Green , Emerald green",Arch is not included (only florals) ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709842690311x124179831060732270.jpg,, Tropical Arch Florals ,Arch,1,
"White , Ivory",Tall Arrangement with tropical leaves 36 inches tall ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709844771073x579275171311517600.jpg,,Tall Tropical Arrangement ,Tall Arrangement,3,
,Golden Structure With tropical Flower elements ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1709845518050x313812887698066800.jpg,,Tropical Backdrop ,Arch,0,
"White , Ivory , Blush , Blush pink",Floral's and greenery for the lanterns top part,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710187520209x908623016553472400.jpg,,Floral Swag For The Lantern,Aisle,0,
,With a White Bow ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710258905486x175950973305221150.jpeg,,Peyton ,Bridal Bouquet,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710258968591x179945903681213000.jpeg,,Bridesmaids,Bridesmaids Bouquet,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710259672186x857294512206479000.jpeg,,Peyton ,Church,0,
,"With tea light candles surrounding
",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710259782087x829608763808921300.jpeg,,Peyton ,Short Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710259878227x477656792054423040.jpeg,,Peyton ,Wedding cake,0,
,2 of these,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710260160163x809118117435039900.jpeg,,,Kids Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710260305962x921584478939493100.jpeg,,Peyton ,Cocktail table,0,
,Bud Vases,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710260352271x584079666722356900.jpeg,,,Cocktail table,0,
"White , White , Sage","It has white roses and spray roses a pinch
of greenery and babybreath",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710277829996x535366947391779260.jpg,,White Bridal Bouquet,Bridal Bouquet,1,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710278950341x668285586108978000.jpg,,,,0,
"White , White , Blush pink , Blush","white roses with pink roses with a 
touch of babybreath",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710300365884x864110585271612200.jpg,,Touchs Of Blush,Bridesmaids Bouquet,6,
"White , Ivory , White","White dahlias, white cosmos, yellow lusianthus, leonora garden rose with mutted tan ribbon
",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710306900056x871007823727541000.jpg,,Wild Bouquet With A Bow Ribbon,Bridal Bouquet,4,
,White babies breath with basket ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710307165459x745079793279027200.jpg,, breath Basket With Babies Breath,Kids Arrangement,0,
"White , Ivory , Ivory , Champagne",White cosmos flowers and smaller daintier detail flowers in white and yellow color palette ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710307374340x135892473302328120.jpg,,White Cosmos Flowers Bud Vsases ,Cocktail table,7,
"Ivory , White , White","Amarathus, burgundy peony, burgundy anemone, black magic rose, chocolate cosmos, fern elements ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710366467626x387164871509217300.jpg,,Moody With Greenery ,Bridal Bouquet,2,
"Blush , Blush , Sage , Pale green , Green","Roses, dusty roses, garden roses, greenery elements ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710525550073x390313617999533700.jpg,,Blush Bridesmaids ,Bridesmaids Bouquet,1,
"White , Ivory , Ivory , Champagne , Cream , Peach , Blush , Blush pink , beige","Coral roses, pink roses, orchids, bird of paradise, green leaves, dragon flowers, ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710722294964x969696945463500500.jpg,,Bright And Colorful Tropical Bouquet ,Bridal Bouquet,0,
,"Roses, birds of paradise, orchids, palm leaves ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710722870797x264040859851704540.jpg,,Colorful Tropical ,Bridesmaids Bouquet,2,
"White , Ivory , White",White Babies Breath Round balls ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710724099946x955851507837400800.jpg,,Babies Breath Balls,Aisle,0,
"Peach , Blush , Coral , Green , Natural Green",Bright Tropical Flowers with greenery  and orchids Swag fro the arch ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710778008567x430086679891703550.jpg,,Floral Arrangement ,Arch,0,
"White , Ivory , Ivory",White chiffon fabric ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710778178276x329972468408786100.jpg,,White Chiffon Fabric ,Arch,0,
"White , White , Ivory , Ivory",Greenery poll wrapped ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1710812577756x587524461169561600.jpg,,Wedding Tent Polls Decoration With Greenery ,Elevated,0,
"White , Ivory , Ivory","Babies Breath Clouds,  ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711379480415x747131139965268700.jpg,,Babies Breath Cloud For A Seating Chart ,Welcome sign,1,
"White , Ivory , Blush  , Blush pink , Blush",Eucalyptus sprig for the napkin,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711388017212x148369517713451650.jpg,,Eucalyptus Spig For The Napkin,Short Arrangement,0,
"White , Ivory , Ivory",Set of 3 Floating Candles with Cylinders ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711391156130x273702417287156300.jpg,,Set Of 3 Floating Candle Vases ,Short Arrangement,4,
"Ivory , Ivory , beige , Cream , Peach , Blush , Natural Green , Green","Colorful Bridal bouquet with ranunculus, sweet peas, red touches of butterfly ranunculus, orange ranunculus, daisy, dahlias, touches of greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711582855764x419116867397309600.jpg,,Colorful Bouquet ,Bridal Bouquet,2,
"White , Ivory , Ivory",Arch with florals corner piece and the opposite side,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711583647838x823325444598023200.jpg,,Arch With Florals ,Arch,1,
"White , Ivory",1 Golden Candle Holder with candle and cylinder on top ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711645934924x913392133871063300.jpg,,Golden Candle Holders ,Short Arrangement,0,
,"White florals and greenery garland - babies breath, roses, ranunculus, spray roses, greenery touches 8 ft long ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711657664898x634317653227716400.jpg,,White Florals With Greenery ,Garland,0,
"White , Ivory",White babies breath ball hanging from the tree,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711657994863x142810409314550350.jpg,,Babies Breath Ball Hanging ,Short Arrangement,0,
"White , Ivory , Ivory , Dusty Blue","White ranunculus, white roses, touches of light blue color, sweet peas elements, garden roses./ ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711661121169x342870199963269960.jpg,,White Bouquet With Touches Of Blue,Bridal Bouquet,1,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711661628875x392158553707657100.jpg,,,,0,
"White , Ivory , Champagne , Soft Yellow , Cream","White roses, blush spray roses, greenery elements, ranunculus, peonies, spray roses ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711661694174x677997017220442000.jpg,,White Rounded Bouquet ,Bridal Bouquet,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711661759826x129463960224355020.jpg,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711661801000x400310027700592900.jpg,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711661862939x872965101834787500.jpg,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711661974853x735173358602669900.jpg,,,,0,
"White , White , Ivory , Sage green , Green","arch is not provided ,white roses white 
ranunculus with greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711662055049x705343413664045000.jpg,,White And Green Arrangements ,Arch,1,
"White , Ivory , Ivory , Blush , Lavender  , Mauve","2 arch freestanding pieces decorated with purple, lavender flowers ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711668115630x464848916396749950.jpg,,Freestanding Arch Structure With Florals ,Arch,0,
"Peach , Cream , Blush , Green , Natural Green",blush  flowers with peach with a touch of green ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711734315888x954124453000933900.jpg,,Arch With Aranngements,Arch,0,
"Ivory , White , Ivory","Light Pink arrangement in a white vase, light pink roses, light pink hydrangeas, spray roses, ranunculus, touches of greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711735493308x608356147972686500.jpg,,Light Pink Arrangement In A White Vase ,Short Arrangement,0,
"White , Ivory , Ivory",Colorful Bridal Bouquet ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711992730860x886577592169451600.jpg,,Colorful Bridal Bouquet ,Bridal Bouquet,0,
"Blush , Sage green , Cream , Champagne , Pale green","Bright Florals: anemones, sweet peas. Colorful roses, ranunculus, touches or chamomile. 
",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711992794356x211490731591188480.jpg,,Bridesmaids Bouquet ,Bridesmaids Bouquet,0,
Peach,Bright and Colorful Boutonnière,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711993337355x791421385251817500.jpg,,Pocket Square Boutonnière ,Boutonnieres,2,
"White , Blush , Baby pink , Green , Pale green","Roses, spray roses, greenery, anemones, orchids, wild florals details. Arch structure is not provided.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711993917876x125601981668363780.jpg,,Fully Covered Arch With Florals ,Arch,1,
"White , Ivory , Ivory , Blush , Pink peach , Pale green , Green","Orange, blush, green, light blue details. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711994078561x511259745993446000.jpg,,Bright Floral Arrangements ,Short Arrangement,1,
"White , Ivory , Ivory","Orange roses, fuchsia roses, light greenery details, spray roses, garden roses.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1711995697374x723327617371552000.jpg,,Bright Floral U Shape Arch ,Arch,0,
"Blush Pink 2 , Baby pink , Coral , Sage green","Orange garden roses, pink fuchsia garden roses, spray roses elements in a clear bowl vase. With set of 3 tapered candles ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712000339343x306939140000162600.jpg,,Arrangement With 3 Tapered Candles,Short Arrangement,0,
"Ivory , Ivory , beige , Peach , Blush , Blush , Bright blush pink , dusty pink ",Flower Arrangement for the aisle ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712000620887x424970520761118500.jpg,,Floral Aisle Arrangement ,Aisle,2,
,Spray roses with bright color rose,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712003636858x814631629500501100.jpg,,Coral Boutonnière ,Boutonnieres,0,
"Ivory , Ivory , Champagne , Peach","Colorful blooms with details. Ranunculus, roses, spray roses, greenery details. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712003990396x263641037743457250.jpg,,Bright Abd Colorful Flower Girl Crown,Kids Arrangement,0,
,Black candle with gold candle holder and cylinder cover,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712011515540x553856326886036350.jpg,,Black Candle,Short Arrangement,0,
"White , Ivory , Ivory",Gold Votive Candle ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712011825510x784373926173481700.jpg,,Gold Votive Candles ,Short Arrangement,0,
"beige , Soft Yellow , Cream , Peach",Gold Bud vases with flowers ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712011985402x431031349635184500.jpg,,Gold Bud Vases ,Short Arrangement,0,
"Ivory , Champagne , Ivory",Ivory Cylinder candle with container ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712013047675x970054654816057600.jpg,,Ivory Cilinder Candles ,Short Arrangement,0,
"Ivory , Ivory , beige , Peach , Blush , Blush pink , Blush , Blush  , Light Beige , cappucino , Pale green , Dusty Blue  , Light Dusty blue",blush roses with greenery blue  delphinium and spring flowers,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712081029333x304972673562245760.jpg,,Spring Blossom,Bridesmaids Bouquet,2,
"White , Ivory , White , Cream , Peach","Blush Flowers with Ivory peonies, ranunculus, sweet peas, ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712081251669x809169307321296000.jpg,,Blush And Ivory Bridal Bouquet ,Bridal Bouquet,0,
"White , Champagne , Cream , Peach , Sage green , Green , Ivory",Colorful flowers pocket square boutonnière ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712081621992x301947553135481400.jpg,,Colorful Boutonniere,Boutonnieres,7,
"Ivory , beige , Cream , Peach , Blush pink , Blush , Pale green , Light blue",peach flowers a bit  of blue and blush,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712082649037x501276609553835460.jpg,,Spring Arrangement,Short Arrangement,1,
"Natural Green , Emerald green , Green","greenery chandelier, wall decor, and a 
sprinkled greenery door",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712183332938x429268810549902500.jpg,,Greenery Chandelier,Elevated,1,
Ivory,"Wooden Arch structure rectangular shape 8,5 ft wide and 8,5 ft tall. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712516321392x170342065067703000.jpg,,Arch Structure Rental,Arch,0,
"White , Ivory , Ivory , Champagne , Blush pink , Terracota , Light Terracotta , Dark Terracotta , Sage green",Burgundy flowers with touches of white colors with gold tall candelabras (complimentary) ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1712519266148x785398163589371300.jpg,,Entrance To Reception Tall Arrangement,Aisle,0,
